IbexReceptionTime,IbexIP,IbexController,IbexItem,IbexElement,Label,IbexGroup,ElementType,ElementName,Parameter,Value,EventTime,Sentence,File,List,Age,Gender,Language,AmEng,Prolific-ID,Comments
1611318533,eea10e72be5b19204eb501d2708705c6,PennController,9,0,experiment,NULL,PennController,7,_Trial_,Start,1611318382715,Lucas (about Selena and Scott):,P12-A-1-nc.wav,5,46,male,English,yes,5fbb19f73dc031be050019d4,NULL
1611318533,eea10e72be5b19204eb501d2708705c6,PennController,9,0,experiment,NULL,Audio,P12-A-1-nc.wav,play,0,1611318385575,Lucas (about Selena and Scott):,P12-A-1-nc.wav,5,46,male,English,yes,5fbb19f73dc031be050019d4,NULL
1611318533,eea10e72be5b19204eb501d2708705c6,PennController,9,0,experiment,NULL,Scale,score,Choice,<span style='visibility: hidden;'>6</span>,1611318416245,Lucas (about Selena and Scott):,P12-A-1-nc.wav,5,46,male,English,yes,5fbb19f73dc031be050019d4,NULL
1611318533,eea10e72be5b19204eb501d2708705c6,PennController,9,0,experiment,NULL,PennController,7,_Trial_,End,1611318417589,Lucas (about Selena and Scott):,P12-A-1-nc.wav,5,46,male,English,yes,5fbb19f73dc031be050019d4,NULL
1611318533,eea10e72be5b19204eb501d2708705c6,PennController,10,0,experiment,NULL,PennController,8,_Trial_,Start,1611318417591,Amelia (about Cassie and Bruce):,P3-A-2-c.wav,5,46,male,English,yes,5fbb19f73dc031be050019d4,NULL
1611318533,eea10e72be5b19204eb501d2708705c6,PennController,10,0,experiment,NULL,Audio,P3-A-2-c.wav,play,0,1611318420405,Amelia (about Cassie and Bruce):,P3-A-2-c.wav,5,46,male,English,yes,5fbb19f73dc031be050019d4,NULL
1611318533,eea10e72be5b19204eb501d2708705c6,PennController,10,0,experiment,NULL,Scale,score,Choice,<span style='visibility: hidden;'>6</span>,1611318430630,Amelia (about Cassie and Bruce):,P3-A-2-c.wav,5,46,male,English,yes,5fbb19f73dc031be050019d4,NULL
1611318533,eea10e72be5b19204eb501d2708705c6,PennController,10,0,experiment,NULL,PennController,8,_Trial_,End,1611318434566,Amelia (about Cassie and Bruce):,P3-A-2-c.wav,5,46,male,English,yes,5fbb19f73dc031be050019d4,NULL
1611318533,eea10e72be5b19204eb501d2708705c6,PennController,6,0,experiment,NULL,PennController,4,_Trial_,Start,1611318434568,Alexandra (about Sue and Mark):,P4-N-2-c.wav,5,46,male,English,yes,5fbb19f73dc031be050019d4,NULL
1611318533,eea10e72be5b19204eb501d2708705c6,PennController,6,0,experiment,NULL,Audio,P4-N-2-c.wav,play,0,1611318438598,Alexandra (about Sue and Mark):,P4-N-2-c.wav,5,46,male,English,yes,5fbb19f73dc031be050019d4,NULL
1611318533,eea10e72be5b19204eb501d2708705c6,PennController,6,0,experiment,NULL,Scale,score,Choice,<span style='visibility: hidden;'>6</span>,1611318446212,Alexandra (about Sue and Mark):,P4-N-2-c.wav,5,46,male,English,yes,5fbb19f73dc031be050019d4,NULL
1611318533,eea10e72be5b19204eb501d2708705c6,PennController,6,0,experiment,NULL,PennController,4,_Trial_,End,1611318448790,Alexandra (about Sue and Mark):,P4-N-2-c.wav,5,46,male,English,yes,5fbb19f73dc031be050019d4,NULL
1611318533,eea10e72be5b19204eb501d2708705c6,PennController,13,0,experiment,NULL,PennController,11,_Trial_,Start,1611318448793,Julie (about herself):,F1.wav,5,46,male,English,yes,5fbb19f73dc031be050019d4,NULL
1611318533,eea10e72be5b19204eb501d2708705c6,PennController,13,0,experiment,NULL,Audio,F1.wav,play,0,1611318453675,Julie (about herself):,F1.wav,5,46,male,English,yes,5fbb19f73dc031be050019d4,NULL
1611318533,eea10e72be5b19204eb501d2708705c6,PennController,13,0,experiment,NULL,Scale,score,Choice,Yes%2C certain,1611318459077,Julie (about herself):,F1.wav,5,46,male,English,yes,5fbb19f73dc031be050019d4,NULL
1611318533,eea10e72be5b19204eb501d2708705c6,PennController,13,0,experiment,NULL,PennController,11,_Trial_,End,1611318460705,Julie (about herself):,F1.wav,5,46,male,English,yes,5fbb19f73dc031be050019d4,NULL
1611318533,eea10e72be5b19204eb501d2708705c6,PennController,14,0,experiment,NULL,PennController,12,_Trial_,Start,1611318460707,June (about herself):,F2.wav,5,46,male,English,yes,5fbb19f73dc031be050019d4,NULL
1611318533,eea10e72be5b19204eb501d2708705c6,PennController,14,0,experiment,NULL,Audio,F2.wav,play,0,1611318465487,June (about herself):,F2.wav,5,46,male,English,yes,5fbb19f73dc031be050019d4,NULL
1611318533,eea10e72be5b19204eb501d2708705c6,PennController,14,0,experiment,NULL,Scale,score,Choice,Yes%2C certain,1611318468382,June (about herself):,F2.wav,5,46,male,English,yes,5fbb19f73dc031be050019d4,NULL
1611318533,eea10e72be5b19204eb501d2708705c6,PennController,14,0,experiment,NULL,PennController,12,_Trial_,End,1611318470002,June (about herself):,F2.wav,5,46,male,English,yes,5fbb19f73dc031be050019d4,NULL
1611318533,eea10e72be5b19204eb501d2708705c6,PennController,7,0,experiment,NULL,PennController,5,_Trial_,Start,1611318470005,Liam (about Greg and Tara):,P8-K-2-nc.wav,5,46,male,English,yes,5fbb19f73dc031be050019d4,NULL
1611318533,eea10e72be5b19204eb501d2708705c6,PennController,7,0,experiment,NULL,Audio,P8-K-2-nc.wav,play,0,1611318473466,Liam (about Greg and Tara):,P8-K-2-nc.wav,5,46,male,English,yes,5fbb19f73dc031be050019d4,NULL
1611318533,eea10e72be5b19204eb501d2708705c6,PennController,7,0,experiment,NULL,Scale,score,Choice,Yes%2C certain,1611318479846,Liam (about Greg and Tara):,P8-K-2-nc.wav,5,46,male,English,yes,5fbb19f73dc031be050019d4,NULL
1611318533,eea10e72be5b19204eb501d2708705c6,PennController,7,0,experiment,NULL,PennController,5,_Trial_,End,1611318482052,Liam (about Greg and Tara):,P8-K-2-nc.wav,5,46,male,English,yes,5fbb19f73dc031be050019d4,NULL
1611318533,eea10e72be5b19204eb501d2708705c6,PennController,12,0,experiment,NULL,PennController,10,_Trial_,Start,1611318482054,Jesse (about Simon):,P5-D-2-c.wav,5,46,male,English,yes,5fbb19f73dc031be050019d4,NULL
1611318533,eea10e72be5b19204eb501d2708705c6,PennController,12,0,experiment,NULL,Audio,P5-D-2-c.wav,play,0,1611318485129,Jesse (about Simon):,P5-D-2-c.wav,5,46,male,English,yes,5fbb19f73dc031be050019d4,NULL
1611318533,eea10e72be5b19204eb501d2708705c6,PennController,12,0,experiment,NULL,Scale,score,Choice,<span style='visibility: hidden;'>4</span>,1611318493171,Jesse (about Simon):,P5-D-2-c.wav,5,46,male,English,yes,5fbb19f73dc031be050019d4,NULL
1611318533,eea10e72be5b19204eb501d2708705c6,PennController,12,0,experiment,NULL,PennController,10,_Trial_,End,1611318494805,Jesse (about Simon):,P5-D-2-c.wav,5,46,male,English,yes,5fbb19f73dc031be050019d4,NULL
1611318533,eea10e72be5b19204eb501d2708705c6,PennController,8,0,experiment,NULL,PennController,6,_Trial_,Start,1611318494807,Patty (about Joan and Lenny):,P14-A-3-c.wav,5,46,male,English,yes,5fbb19f73dc031be050019d4,NULL
1611318533,eea10e72be5b19204eb501d2708705c6,PennController,8,0,experiment,NULL,Audio,P14-A-3-c.wav,play,0,1611318497885,Patty (about Joan and Lenny):,P14-A-3-c.wav,5,46,male,English,yes,5fbb19f73dc031be050019d4,NULL
1611318533,eea10e72be5b19204eb501d2708705c6,PennController,8,0,experiment,NULL,Audio,P14-A-3-c.wav,play,0,1611318503225,Patty (about Joan and Lenny):,P14-A-3-c.wav,5,46,male,English,yes,5fbb19f73dc031be050019d4,NULL
1611318533,eea10e72be5b19204eb501d2708705c6,PennController,8,0,experiment,NULL,Scale,score,Choice,<span style='visibility: hidden;'>6</span>,1611318512295,Patty (about Joan and Lenny):,P14-A-3-c.wav,5,46,male,English,yes,5fbb19f73dc031be050019d4,NULL
1611318533,eea10e72be5b19204eb501d2708705c6,PennController,8,0,experiment,NULL,PennController,6,_Trial_,End,1611318516243,Patty (about Joan and Lenny):,P14-A-3-c.wav,5,46,male,English,yes,5fbb19f73dc031be050019d4,NULL
1611318533,eea10e72be5b19204eb501d2708705c6,PennController,11,0,experiment,NULL,PennController,9,_Trial_,Start,1611318516245,Amy (about Maggie and Toby):,P1-K-3-nc.wav,5,46,male,English,yes,5fbb19f73dc031be050019d4,NULL
1611318533,eea10e72be5b19204eb501d2708705c6,PennController,11,0,experiment,NULL,Audio,P1-K-3-nc.wav,play,0,1611318520356,Amy (about Maggie and Toby):,P1-K-3-nc.wav,5,46,male,English,yes,5fbb19f73dc031be050019d4,NULL
1611318533,eea10e72be5b19204eb501d2708705c6,PennController,11,0,experiment,NULL,Scale,score,Choice,Possibly certain,1611318533947,Amy (about Maggie and Toby):,P1-K-3-nc.wav,5,46,male,English,yes,5fbb19f73dc031be050019d4,NULL
1611318533,eea10e72be5b19204eb501d2708705c6,PennController,11,0,experiment,NULL,PennController,9,_Trial_,End,1611318536682,Amy (about Maggie and Toby):,P1-K-3-nc.wav,5,46,male,English,yes,5fbb19f73dc031be050019d4,NULL
1611318578,f71a9f9c30a40e6518ce765081a8f930,PennController,10,0,experiment,NULL,PennController,8,_Trial_,Start,1611318507349,Amy (about Cassie and Bruce):,P1-A-2-c.wav,7,19,female,English,yes,5f00aaa0b864761ce8828d1e,NULL
1611318578,f71a9f9c30a40e6518ce765081a8f930,PennController,10,0,experiment,NULL,Audio,P1-A-2-c.wav,play,0,1611318508351,Amy (about Cassie and Bruce):,P1-A-2-c.wav,7,19,female,English,yes,5f00aaa0b864761ce8828d1e,NULL
1611318578,f71a9f9c30a40e6518ce765081a8f930,PennController,10,0,experiment,NULL,Scale,score,Choice,Possibly certain,1611318514200,Amy (about Cassie and Bruce):,P1-A-2-c.wav,7,19,female,English,yes,5f00aaa0b864761ce8828d1e,NULL
1611318578,f71a9f9c30a40e6518ce765081a8f930,PennController,10,0,experiment,NULL,PennController,8,_Trial_,End,1611318515485,Amy (about Cassie and Bruce):,P1-A-2-c.wav,7,19,female,English,yes,5f00aaa0b864761ce8828d1e,NULL
1611318578,f71a9f9c30a40e6518ce765081a8f930,PennController,11,0,experiment,NULL,PennController,9,_Trial_,Start,1611318515487,Lucas (about Maggie and Toby):,P12-K-3-nc.wav,7,19,female,English,yes,5f00aaa0b864761ce8828d1e,NULL
1611318578,f71a9f9c30a40e6518ce765081a8f930,PennController,11,0,experiment,NULL,Audio,P12-K-3-nc.wav,play,0,1611318516764,Lucas (about Maggie and Toby):,P12-K-3-nc.wav,7,19,female,English,yes,5f00aaa0b864761ce8828d1e,NULL
1611318578,f71a9f9c30a40e6518ce765081a8f930,PennController,11,0,experiment,NULL,Audio,P12-K-3-nc.wav,play,0,1611318523161,Lucas (about Maggie and Toby):,P12-K-3-nc.wav,7,19,female,English,yes,5f00aaa0b864761ce8828d1e,NULL
1611318578,f71a9f9c30a40e6518ce765081a8f930,PennController,11,0,experiment,NULL,Scale,score,Choice,<span style='visibility: hidden;'>2</span>,1611318528066,Lucas (about Maggie and Toby):,P12-K-3-nc.wav,7,19,female,English,yes,5f00aaa0b864761ce8828d1e,NULL
1611318578,f71a9f9c30a40e6518ce765081a8f930,PennController,11,0,experiment,NULL,PennController,9,_Trial_,End,1611318528808,Lucas (about Maggie and Toby):,P12-K-3-nc.wav,7,19,female,English,yes,5f00aaa0b864761ce8828d1e,NULL
1611318578,f71a9f9c30a40e6518ce765081a8f930,PennController,7,0,experiment,NULL,PennController,5,_Trial_,Start,1611318528811,Alexandra (about Greg and Tara):,P4-K-2-nc.wav,7,19,female,English,yes,5f00aaa0b864761ce8828d1e,NULL
1611318578,f71a9f9c30a40e6518ce765081a8f930,PennController,7,0,experiment,NULL,Audio,P4-K-2-nc.wav,play,0,1611318530446,Alexandra (about Greg and Tara):,P4-K-2-nc.wav,7,19,female,English,yes,5f00aaa0b864761ce8828d1e,NULL
1611318578,f71a9f9c30a40e6518ce765081a8f930,PennController,7,0,experiment,NULL,Scale,score,Choice,No%2C not certain,1611318537087,Alexandra (about Greg and Tara):,P4-K-2-nc.wav,7,19,female,English,yes,5f00aaa0b864761ce8828d1e,NULL
1611318578,f71a9f9c30a40e6518ce765081a8f930,PennController,7,0,experiment,NULL,PennController,5,_Trial_,End,1611318537770,Alexandra (about Greg and Tara):,P4-K-2-nc.wav,7,19,female,English,yes,5f00aaa0b864761ce8828d1e,NULL
1611318578,f71a9f9c30a40e6518ce765081a8f930,PennController,13,0,experiment,NULL,PennController,11,_Trial_,Start,1611318537772,Julie (about herself):,F1.wav,7,19,female,English,yes,5f00aaa0b864761ce8828d1e,NULL
1611318578,f71a9f9c30a40e6518ce765081a8f930,PennController,13,0,experiment,NULL,Audio,F1.wav,play,0,1611318538551,Julie (about herself):,F1.wav,7,19,female,English,yes,5f00aaa0b864761ce8828d1e,NULL
1611318578,f71a9f9c30a40e6518ce765081a8f930,PennController,13,0,experiment,NULL,Scale,score,Choice,Yes%2C certain,1611318541407,Julie (about herself):,F1.wav,7,19,female,English,yes,5f00aaa0b864761ce8828d1e,NULL
1611318578,f71a9f9c30a40e6518ce765081a8f930,PennController,13,0,experiment,NULL,PennController,11,_Trial_,End,1611318542324,Julie (about herself):,F1.wav,7,19,female,English,yes,5f00aaa0b864761ce8828d1e,NULL
1611318578,f71a9f9c30a40e6518ce765081a8f930,PennController,6,0,experiment,NULL,PennController,4,_Trial_,Start,1611318542327,Dana (about Sue and Mark):,P6-N-2-c.wav,7,19,female,English,yes,5f00aaa0b864761ce8828d1e,NULL
1611318578,f71a9f9c30a40e6518ce765081a8f930,PennController,6,0,experiment,NULL,Audio,P6-N-2-c.wav,play,0,1611318543584,Dana (about Sue and Mark):,P6-N-2-c.wav,7,19,female,English,yes,5f00aaa0b864761ce8828d1e,NULL
1611318578,f71a9f9c30a40e6518ce765081a8f930,PennController,6,0,experiment,NULL,Scale,score,Choice,Possibly not certain,1611318548727,Dana (about Sue and Mark):,P6-N-2-c.wav,7,19,female,English,yes,5f00aaa0b864761ce8828d1e,NULL
1611318578,f71a9f9c30a40e6518ce765081a8f930,PennController,6,0,experiment,NULL,PennController,4,_Trial_,End,1611318549303,Dana (about Sue and Mark):,P6-N-2-c.wav,7,19,female,English,yes,5f00aaa0b864761ce8828d1e,NULL
1611318578,f71a9f9c30a40e6518ce765081a8f930,PennController,9,0,experiment,NULL,PennController,7,_Trial_,Start,1611318549304,Amelia (about Selena and Scott):,P3-A-1-nc.wav,7,19,female,English,yes,5f00aaa0b864761ce8828d1e,NULL
1611318578,f71a9f9c30a40e6518ce765081a8f930,PennController,9,0,experiment,NULL,Audio,P3-A-1-nc.wav,play,0,1611318550527,Amelia (about Selena and Scott):,P3-A-1-nc.wav,7,19,female,English,yes,5f00aaa0b864761ce8828d1e,NULL
1611318578,f71a9f9c30a40e6518ce765081a8f930,PennController,9,0,experiment,NULL,Scale,score,Choice,<span style='visibility: hidden;'>2</span>,1611318558353,Amelia (about Selena and Scott):,P3-A-1-nc.wav,7,19,female,English,yes,5f00aaa0b864761ce8828d1e,NULL
1611318578,f71a9f9c30a40e6518ce765081a8f930,PennController,9,0,experiment,NULL,PennController,7,_Trial_,End,1611318558989,Amelia (about Selena and Scott):,P3-A-1-nc.wav,7,19,female,English,yes,5f00aaa0b864761ce8828d1e,NULL
1611318578,f71a9f9c30a40e6518ce765081a8f930,PennController,14,0,experiment,NULL,PennController,12,_Trial_,Start,1611318558993,June (about herself):,F2.wav,7,19,female,English,yes,5f00aaa0b864761ce8828d1e,NULL
1611318578,f71a9f9c30a40e6518ce765081a8f930,PennController,14,0,experiment,NULL,Audio,F2.wav,play,0,1611318560799,June (about herself):,F2.wav,7,19,female,English,yes,5f00aaa0b864761ce8828d1e,NULL
1611318578,f71a9f9c30a40e6518ce765081a8f930,PennController,14,0,experiment,NULL,Scale,score,Choice,Yes%2C certain,1611318562626,June (about herself):,F2.wav,7,19,female,English,yes,5f00aaa0b864761ce8828d1e,NULL
1611318578,f71a9f9c30a40e6518ce765081a8f930,PennController,14,0,experiment,NULL,PennController,12,_Trial_,End,1611318563801,June (about herself):,F2.wav,7,19,female,English,yes,5f00aaa0b864761ce8828d1e,NULL
1611318578,f71a9f9c30a40e6518ce765081a8f930,PennController,12,0,experiment,NULL,PennController,10,_Trial_,Start,1611318563804,Liam (about Simon):,P8-D-2-c.wav,7,19,female,English,yes,5f00aaa0b864761ce8828d1e,NULL
1611318578,f71a9f9c30a40e6518ce765081a8f930,PennController,12,0,experiment,NULL,Audio,P8-D-2-c.wav,play,0,1611318564852,Liam (about Simon):,P8-D-2-c.wav,7,19,female,English,yes,5f00aaa0b864761ce8828d1e,NULL
1611318578,f71a9f9c30a40e6518ce765081a8f930,PennController,12,0,experiment,NULL,Audio,P8-D-2-c.wav,play,0,1611318568140,Liam (about Simon):,P8-D-2-c.wav,7,19,female,English,yes,5f00aaa0b864761ce8828d1e,NULL
1611318578,f71a9f9c30a40e6518ce765081a8f930,PennController,12,0,experiment,NULL,Scale,score,Choice,Possibly not certain,1611318569158,Liam (about Simon):,P8-D-2-c.wav,7,19,female,English,yes,5f00aaa0b864761ce8828d1e,NULL
1611318578,f71a9f9c30a40e6518ce765081a8f930,PennController,12,0,experiment,NULL,PennController,10,_Trial_,End,1611318570749,Liam (about Simon):,P8-D-2-c.wav,7,19,female,English,yes,5f00aaa0b864761ce8828d1e,NULL
1611318578,f71a9f9c30a40e6518ce765081a8f930,PennController,8,0,experiment,NULL,PennController,6,_Trial_,Start,1611318570753,Jesse (about Joan and Lenny):,P5-A-3-c.wav,7,19,female,English,yes,5f00aaa0b864761ce8828d1e,NULL
1611318578,f71a9f9c30a40e6518ce765081a8f930,PennController,8,0,experiment,NULL,Audio,P5-A-3-c.wav,play,0,1611318571957,Jesse (about Joan and Lenny):,P5-A-3-c.wav,7,19,female,English,yes,5f00aaa0b864761ce8828d1e,NULL
1611318578,f71a9f9c30a40e6518ce765081a8f930,PennController,8,0,experiment,NULL,Scale,score,Choice,<span style='visibility: hidden;'>2</span>,1611318576703,Jesse (about Joan and Lenny):,P5-A-3-c.wav,7,19,female,English,yes,5f00aaa0b864761ce8828d1e,NULL
1611318578,f71a9f9c30a40e6518ce765081a8f930,PennController,8,0,experiment,NULL,PennController,6,_Trial_,End,1611318577183,Jesse (about Joan and Lenny):,P5-A-3-c.wav,7,19,female,English,yes,5f00aaa0b864761ce8828d1e,NULL
1611318591,5794209d215904ad6d7d6b1f7144ecf8,PennController,8,0,experiment,NULL,PennController,6,_Trial_,Start,1611318506148,Patty (about Joan and Lenny):,P14-A-3-nc.wav,6,32,female,English,yes,5e41604a69052239b7739deb,NULL
1611318591,5794209d215904ad6d7d6b1f7144ecf8,PennController,8,0,experiment,NULL,Audio,P14-A-3-nc.wav,play,0,1611318507301,Patty (about Joan and Lenny):,P14-A-3-nc.wav,6,32,female,English,yes,5e41604a69052239b7739deb,NULL
1611318591,5794209d215904ad6d7d6b1f7144ecf8,PennController,8,0,experiment,NULL,Scale,score,Choice,Possibly not certain,1611318517241,Patty (about Joan and Lenny):,P14-A-3-nc.wav,6,32,female,English,yes,5e41604a69052239b7739deb,NULL
1611318591,5794209d215904ad6d7d6b1f7144ecf8,PennController,8,0,experiment,NULL,PennController,6,_Trial_,End,1611318518474,Patty (about Joan and Lenny):,P14-A-3-nc.wav,6,32,female,English,yes,5e41604a69052239b7739deb,NULL
1611318591,5794209d215904ad6d7d6b1f7144ecf8,PennController,7,0,experiment,NULL,PennController,5,_Trial_,Start,1611318518478,Liam (about Greg and Tara):,P8-K-2-c.wav,6,32,female,English,yes,5e41604a69052239b7739deb,NULL
1611318591,5794209d215904ad6d7d6b1f7144ecf8,PennController,7,0,experiment,NULL,Audio,P8-K-2-c.wav,play,0,1611318521144,Liam (about Greg and Tara):,P8-K-2-c.wav,6,32,female,English,yes,5e41604a69052239b7739deb,NULL
