IbexReceptionTime,IbexIP,IbexController,IbexItem,IbexElement,Label,IbexGroup,ElementType,ElementName,Parameter,Value,EventTime,Sentence,File,List,Age,Gender,Language,AmEng,Prolific-ID,Comments
1611318591,5794209d215904ad6d7d6b1f7144ecf8,PennController,7,0,experiment,NULL,Scale,score,Choice,Possibly not certain,1611318526125,Liam (about Greg and Tara):,P8-K-2-c.wav,6,32,female,English,yes,5e41604a69052239b7739deb,NULL
1611318591,5794209d215904ad6d7d6b1f7144ecf8,PennController,7,0,experiment,NULL,PennController,5,_Trial_,End,1611318526852,Liam (about Greg and Tara):,P8-K-2-c.wav,6,32,female,English,yes,5e41604a69052239b7739deb,NULL
1611318591,5794209d215904ad6d7d6b1f7144ecf8,PennController,9,0,experiment,NULL,PennController,7,_Trial_,Start,1611318526855,Lucas (about Selena and Scott):,P12-A-1-c.wav,6,32,female,English,yes,5e41604a69052239b7739deb,NULL
1611318591,5794209d215904ad6d7d6b1f7144ecf8,PennController,9,0,experiment,NULL,Audio,P12-A-1-c.wav,play,0,1611318529921,Lucas (about Selena and Scott):,P12-A-1-c.wav,6,32,female,English,yes,5e41604a69052239b7739deb,NULL
1611318591,5794209d215904ad6d7d6b1f7144ecf8,PennController,9,0,experiment,NULL,Scale,score,Choice,<span style='visibility: hidden;'>4</span>,1611318545751,Lucas (about Selena and Scott):,P12-A-1-c.wav,6,32,female,English,yes,5e41604a69052239b7739deb,NULL
1611318591,5794209d215904ad6d7d6b1f7144ecf8,PennController,9,0,experiment,NULL,PennController,7,_Trial_,End,1611318546429,Lucas (about Selena and Scott):,P12-A-1-c.wav,6,32,female,English,yes,5e41604a69052239b7739deb,NULL
1611318591,5794209d215904ad6d7d6b1f7144ecf8,PennController,12,0,experiment,NULL,PennController,10,_Trial_,Start,1611318546434,Jesse (about Simon),P5-D-2-nc.wav,6,32,female,English,yes,5e41604a69052239b7739deb,NULL
1611318591,5794209d215904ad6d7d6b1f7144ecf8,PennController,12,0,experiment,NULL,Audio,P5-D-2-nc.wav,play,0,1611318549303,Jesse (about Simon),P5-D-2-nc.wav,6,32,female,English,yes,5e41604a69052239b7739deb,NULL
1611318591,5794209d215904ad6d7d6b1f7144ecf8,PennController,12,0,experiment,NULL,Scale,score,Choice,Possibly certain,1611318555933,Jesse (about Simon),P5-D-2-nc.wav,6,32,female,English,yes,5e41604a69052239b7739deb,NULL
1611318591,5794209d215904ad6d7d6b1f7144ecf8,PennController,12,0,experiment,NULL,PennController,10,_Trial_,End,1611318556745,Jesse (about Simon),P5-D-2-nc.wav,6,32,female,English,yes,5e41604a69052239b7739deb,NULL
1611318591,5794209d215904ad6d7d6b1f7144ecf8,PennController,11,0,experiment,NULL,PennController,9,_Trial_,Start,1611318556746,Amy (about Maggie and Toby):,P1-K-3-c.wav,6,32,female,English,yes,5e41604a69052239b7739deb,NULL
1611318591,5794209d215904ad6d7d6b1f7144ecf8,PennController,11,0,experiment,NULL,Audio,P1-K-3-c.wav,play,0,1611318558995,Amy (about Maggie and Toby):,P1-K-3-c.wav,6,32,female,English,yes,5e41604a69052239b7739deb,NULL
1611318591,5794209d215904ad6d7d6b1f7144ecf8,PennController,11,0,experiment,NULL,Scale,score,Choice,Possibly not certain,1611318562615,Amy (about Maggie and Toby):,P1-K-3-c.wav,6,32,female,English,yes,5e41604a69052239b7739deb,NULL
1611318591,5794209d215904ad6d7d6b1f7144ecf8,PennController,11,0,experiment,NULL,PennController,9,_Trial_,End,1611318563707,Amy (about Maggie and Toby):,P1-K-3-c.wav,6,32,female,English,yes,5e41604a69052239b7739deb,NULL
1611318591,5794209d215904ad6d7d6b1f7144ecf8,PennController,10,0,experiment,NULL,PennController,8,_Trial_,Start,1611318563708,Amelia (about Cassie and Bruce):,P3-A-2-nc.wav,6,32,female,English,yes,5e41604a69052239b7739deb,NULL
1611318591,5794209d215904ad6d7d6b1f7144ecf8,PennController,10,0,experiment,NULL,Audio,P3-A-2-nc.wav,play,0,1611318565623,Amelia (about Cassie and Bruce):,P3-A-2-nc.wav,6,32,female,English,yes,5e41604a69052239b7739deb,NULL
1611318591,5794209d215904ad6d7d6b1f7144ecf8,PennController,10,0,experiment,NULL,Scale,score,Choice,<span style='visibility: hidden;'>4</span>,1611318570260,Amelia (about Cassie and Bruce):,P3-A-2-nc.wav,6,32,female,English,yes,5e41604a69052239b7739deb,NULL
1611318591,5794209d215904ad6d7d6b1f7144ecf8,PennController,10,0,experiment,NULL,PennController,8,_Trial_,End,1611318571416,Amelia (about Cassie and Bruce):,P3-A-2-nc.wav,6,32,female,English,yes,5e41604a69052239b7739deb,NULL
1611318591,5794209d215904ad6d7d6b1f7144ecf8,PennController,6,0,experiment,NULL,PennController,4,_Trial_,Start,1611318571419,Alexandra (about Sue and Mark):,P4-N-2-nc.wav,6,32,female,English,yes,5e41604a69052239b7739deb,NULL
1611318591,5794209d215904ad6d7d6b1f7144ecf8,PennController,6,0,experiment,NULL,Audio,P4-N-2-nc.wav,play,0,1611318573735,Alexandra (about Sue and Mark):,P4-N-2-nc.wav,6,32,female,English,yes,5e41604a69052239b7739deb,NULL
1611318591,5794209d215904ad6d7d6b1f7144ecf8,PennController,6,0,experiment,NULL,Scale,score,Choice,Possibly certain,1611318577099,Alexandra (about Sue and Mark):,P4-N-2-nc.wav,6,32,female,English,yes,5e41604a69052239b7739deb,NULL
1611318591,5794209d215904ad6d7d6b1f7144ecf8,PennController,6,0,experiment,NULL,PennController,4,_Trial_,End,1611318577749,Alexandra (about Sue and Mark):,P4-N-2-nc.wav,6,32,female,English,yes,5e41604a69052239b7739deb,NULL
1611318591,5794209d215904ad6d7d6b1f7144ecf8,PennController,13,0,experiment,NULL,PennController,11,_Trial_,Start,1611318577753,Julie (about herself):,F1.wav,6,32,female,English,yes,5e41604a69052239b7739deb,NULL
1611318591,5794209d215904ad6d7d6b1f7144ecf8,PennController,13,0,experiment,NULL,Audio,F1.wav,play,0,1611318580519,Julie (about herself):,F1.wav,6,32,female,English,yes,5e41604a69052239b7739deb,NULL
1611318591,5794209d215904ad6d7d6b1f7144ecf8,PennController,13,0,experiment,NULL,Scale,score,Choice,Yes%2C certain,1611318583402,Julie (about herself):,F1.wav,6,32,female,English,yes,5e41604a69052239b7739deb,NULL
1611318591,5794209d215904ad6d7d6b1f7144ecf8,PennController,13,0,experiment,NULL,PennController,11,_Trial_,End,1611318584363,Julie (about herself):,F1.wav,6,32,female,English,yes,5e41604a69052239b7739deb,NULL
1611318591,5794209d215904ad6d7d6b1f7144ecf8,PennController,14,0,experiment,NULL,PennController,12,_Trial_,Start,1611318584366,June (about herself):,F2.wav,6,32,female,English,yes,5e41604a69052239b7739deb,NULL
1611318591,5794209d215904ad6d7d6b1f7144ecf8,PennController,14,0,experiment,NULL,Audio,F2.wav,play,0,1611318585738,June (about herself):,F2.wav,6,32,female,English,yes,5e41604a69052239b7739deb,NULL
1611318591,5794209d215904ad6d7d6b1f7144ecf8,PennController,14,0,experiment,NULL,Scale,score,Choice,Yes%2C certain,1611318588769,June (about herself):,F2.wav,6,32,female,English,yes,5e41604a69052239b7739deb,NULL
1611318591,5794209d215904ad6d7d6b1f7144ecf8,PennController,14,0,experiment,NULL,PennController,12,_Trial_,End,1611318589814,June (about herself):,F2.wav,6,32,female,English,yes,5e41604a69052239b7739deb,NULL
1611318674,3fab67b7705ed1ba3b730b7b6d7e1293,PennController,6,0,experiment,NULL,PennController,4,_Trial_,Start,1611318560742,Dana (about Sue and Mark):,P6-N-2-nc.wav,8,22,male,English,yes,5f4a5d1e0ac6645d0a4881ee,NULL
1611318674,3fab67b7705ed1ba3b730b7b6d7e1293,PennController,6,0,experiment,NULL,Audio,P6-N-2-nc.wav,play,0,1611318562126,Dana (about Sue and Mark):,P6-N-2-nc.wav,8,22,male,English,yes,5f4a5d1e0ac6645d0a4881ee,NULL
1611318674,3fab67b7705ed1ba3b730b7b6d7e1293,PennController,6,0,experiment,NULL,Audio,P6-N-2-nc.wav,play,0,1611318569415,Dana (about Sue and Mark):,P6-N-2-nc.wav,8,22,male,English,yes,5f4a5d1e0ac6645d0a4881ee,NULL
1611318674,3fab67b7705ed1ba3b730b7b6d7e1293,PennController,6,0,experiment,NULL,Scale,score,Choice,Possibly certain,1611318576381,Dana (about Sue and Mark):,P6-N-2-nc.wav,8,22,male,English,yes,5f4a5d1e0ac6645d0a4881ee,NULL
1611318674,3fab67b7705ed1ba3b730b7b6d7e1293,PennController,6,0,experiment,NULL,PennController,4,_Trial_,End,1611318576903,Dana (about Sue and Mark):,P6-N-2-nc.wav,8,22,male,English,yes,5f4a5d1e0ac6645d0a4881ee,NULL
1611318674,3fab67b7705ed1ba3b730b7b6d7e1293,PennController,7,0,experiment,NULL,PennController,5,_Trial_,Start,1611318576904,Alexandra (about Greg and Tara):,P4-K-2-c.wav,8,22,male,English,yes,5f4a5d1e0ac6645d0a4881ee,NULL
1611318674,3fab67b7705ed1ba3b730b7b6d7e1293,PennController,7,0,experiment,NULL,Audio,P4-K-2-c.wav,play,0,1611318578262,Alexandra (about Greg and Tara):,P4-K-2-c.wav,8,22,male,English,yes,5f4a5d1e0ac6645d0a4881ee,NULL
1611318674,3fab67b7705ed1ba3b730b7b6d7e1293,PennController,7,0,experiment,NULL,Audio,P4-K-2-c.wav,play,0,1611318581582,Alexandra (about Greg and Tara):,P4-K-2-c.wav,8,22,male,English,yes,5f4a5d1e0ac6645d0a4881ee,NULL
1611318674,3fab67b7705ed1ba3b730b7b6d7e1293,PennController,7,0,experiment,NULL,Scale,score,Choice,<span style='visibility: hidden;'>6</span>,1611318593349,Alexandra (about Greg and Tara):,P4-K-2-c.wav,8,22,male,English,yes,5f4a5d1e0ac6645d0a4881ee,NULL
1611318674,3fab67b7705ed1ba3b730b7b6d7e1293,PennController,7,0,experiment,NULL,PennController,5,_Trial_,End,1611318594087,Alexandra (about Greg and Tara):,P4-K-2-c.wav,8,22,male,English,yes,5f4a5d1e0ac6645d0a4881ee,NULL
1611318674,3fab67b7705ed1ba3b730b7b6d7e1293,PennController,9,0,experiment,NULL,PennController,7,_Trial_,Start,1611318594088,Amelia (about Selena and Scott):,P3-A-1-c.wav,8,22,male,English,yes,5f4a5d1e0ac6645d0a4881ee,NULL
1611318674,3fab67b7705ed1ba3b730b7b6d7e1293,PennController,9,0,experiment,NULL,Audio,P3-A-1-c.wav,play,0,1611318595838,Amelia (about Selena and Scott):,P3-A-1-c.wav,8,22,male,English,yes,5f4a5d1e0ac6645d0a4881ee,NULL
1611318674,3fab67b7705ed1ba3b730b7b6d7e1293,PennController,9,0,experiment,NULL,Scale,score,Choice,Possibly certain,1611318608325,Amelia (about Selena and Scott):,P3-A-1-c.wav,8,22,male,English,yes,5f4a5d1e0ac6645d0a4881ee,NULL
1611318674,3fab67b7705ed1ba3b730b7b6d7e1293,PennController,9,0,experiment,NULL,PennController,7,_Trial_,End,1611318608911,Amelia (about Selena and Scott):,P3-A-1-c.wav,8,22,male,English,yes,5f4a5d1e0ac6645d0a4881ee,NULL
1611318674,3fab67b7705ed1ba3b730b7b6d7e1293,PennController,8,0,experiment,NULL,PennController,6,_Trial_,Start,1611318608912,Jesse (about Joan and Lenny):,P5-A-3-nc.wav,8,22,male,English,yes,5f4a5d1e0ac6645d0a4881ee,NULL
1611318674,3fab67b7705ed1ba3b730b7b6d7e1293,PennController,8,0,experiment,NULL,Audio,P5-A-3-nc.wav,play,0,1611318610182,Jesse (about Joan and Lenny):,P5-A-3-nc.wav,8,22,male,English,yes,5f4a5d1e0ac6645d0a4881ee,NULL
1611318674,3fab67b7705ed1ba3b730b7b6d7e1293,PennController,8,0,experiment,NULL,Scale,score,Choice,Possibly certain,1611318621574,Jesse (about Joan and Lenny):,P5-A-3-nc.wav,8,22,male,English,yes,5f4a5d1e0ac6645d0a4881ee,NULL
1611318674,3fab67b7705ed1ba3b730b7b6d7e1293,PennController,8,0,experiment,NULL,PennController,6,_Trial_,End,1611318623511,Jesse (about Joan and Lenny):,P5-A-3-nc.wav,8,22,male,English,yes,5f4a5d1e0ac6645d0a4881ee,NULL
1611318674,3fab67b7705ed1ba3b730b7b6d7e1293,PennController,13,0,experiment,NULL,PennController,11,_Trial_,Start,1611318623512,Julie (about herself):,F1.wav,8,22,male,English,yes,5f4a5d1e0ac6645d0a4881ee,NULL
1611318674,3fab67b7705ed1ba3b730b7b6d7e1293,PennController,13,0,experiment,NULL,Audio,F1.wav,play,0,1611318626430,Julie (about herself):,F1.wav,8,22,male,English,yes,5f4a5d1e0ac6645d0a4881ee,NULL
1611318674,3fab67b7705ed1ba3b730b7b6d7e1293,PennController,13,0,experiment,NULL,Scale,score,Choice,Yes%2C certain,1611318629821,Julie (about herself):,F1.wav,8,22,male,English,yes,5f4a5d1e0ac6645d0a4881ee,NULL
1611318674,3fab67b7705ed1ba3b730b7b6d7e1293,PennController,13,0,experiment,NULL,PennController,11,_Trial_,End,1611318630879,Julie (about herself):,F1.wav,8,22,male,English,yes,5f4a5d1e0ac6645d0a4881ee,NULL
1611318674,3fab67b7705ed1ba3b730b7b6d7e1293,PennController,14,0,experiment,NULL,PennController,12,_Trial_,Start,1611318630880,June (about herself):,F2.wav,8,22,male,English,yes,5f4a5d1e0ac6645d0a4881ee,NULL
1611318674,3fab67b7705ed1ba3b730b7b6d7e1293,PennController,14,0,experiment,NULL,Audio,F2.wav,play,0,1611318632062,June (about herself):,F2.wav,8,22,male,English,yes,5f4a5d1e0ac6645d0a4881ee,NULL
1611318674,3fab67b7705ed1ba3b730b7b6d7e1293,PennController,14,0,experiment,NULL,Scale,score,Choice,Yes%2C certain,1611318634725,June (about herself):,F2.wav,8,22,male,English,yes,5f4a5d1e0ac6645d0a4881ee,NULL
1611318674,3fab67b7705ed1ba3b730b7b6d7e1293,PennController,14,0,experiment,NULL,PennController,12,_Trial_,End,1611318635535,June (about herself):,F2.wav,8,22,male,English,yes,5f4a5d1e0ac6645d0a4881ee,NULL
1611318674,3fab67b7705ed1ba3b730b7b6d7e1293,PennController,10,0,experiment,NULL,PennController,8,_Trial_,Start,1611318635537,Amy (about Cassie and Bruce):,P1-A-2-nc.wav,8,22,male,English,yes,5f4a5d1e0ac6645d0a4881ee,NULL
1611318674,3fab67b7705ed1ba3b730b7b6d7e1293,PennController,10,0,experiment,NULL,Audio,P1-A-2-nc.wav,play,0,1611318636685,Amy (about Cassie and Bruce):,P1-A-2-nc.wav,8,22,male,English,yes,5f4a5d1e0ac6645d0a4881ee,NULL
1611318674,3fab67b7705ed1ba3b730b7b6d7e1293,PennController,10,0,experiment,NULL,Audio,P1-A-2-nc.wav,play,0,1611318645198,Amy (about Cassie and Bruce):,P1-A-2-nc.wav,8,22,male,English,yes,5f4a5d1e0ac6645d0a4881ee,NULL
1611318674,3fab67b7705ed1ba3b730b7b6d7e1293,PennController,10,0,experiment,NULL,Scale,score,Choice,Possibly certain,1611318648670,Amy (about Cassie and Bruce):,P1-A-2-nc.wav,8,22,male,English,yes,5f4a5d1e0ac6645d0a4881ee,NULL
1611318674,3fab67b7705ed1ba3b730b7b6d7e1293,PennController,10,0,experiment,NULL,PennController,8,_Trial_,End,1611318649326,Amy (about Cassie and Bruce):,P1-A-2-nc.wav,8,22,male,English,yes,5f4a5d1e0ac6645d0a4881ee,NULL
1611318674,3fab67b7705ed1ba3b730b7b6d7e1293,PennController,12,0,experiment,NULL,PennController,10,_Trial_,Start,1611318649327,Liam (about Simon):,P8-D-2-nc.wav,8,22,male,English,yes,5f4a5d1e0ac6645d0a4881ee,NULL
1611318674,3fab67b7705ed1ba3b730b7b6d7e1293,PennController,12,0,experiment,NULL,Audio,P8-D-2-nc.wav,play,0,1611318650958,Liam (about Simon):,P8-D-2-nc.wav,8,22,male,English,yes,5f4a5d1e0ac6645d0a4881ee,NULL
1611318674,3fab67b7705ed1ba3b730b7b6d7e1293,PennController,12,0,experiment,NULL,Audio,P8-D-2-nc.wav,play,0,1611318653294,Liam (about Simon):,P8-D-2-nc.wav,8,22,male,English,yes,5f4a5d1e0ac6645d0a4881ee,NULL
1611318674,3fab67b7705ed1ba3b730b7b6d7e1293,PennController,12,0,experiment,NULL,Audio,P8-D-2-nc.wav,play,0,1611318655758,Liam (about Simon):,P8-D-2-nc.wav,8,22,male,English,yes,5f4a5d1e0ac6645d0a4881ee,NULL
1611318674,3fab67b7705ed1ba3b730b7b6d7e1293,PennController,12,0,experiment,NULL,Audio,P8-D-2-nc.wav,play,0,1611318663181,Liam (about Simon):,P8-D-2-nc.wav,8,22,male,English,yes,5f4a5d1e0ac6645d0a4881ee,NULL
1611318674,3fab67b7705ed1ba3b730b7b6d7e1293,PennController,12,0,experiment,NULL,Scale,score,Choice,Yes%2C certain,1611318662053,Liam (about Simon):,P8-D-2-nc.wav,8,22,male,English,yes,5f4a5d1e0ac6645d0a4881ee,NULL
1611318674,3fab67b7705ed1ba3b730b7b6d7e1293,PennController,12,0,experiment,NULL,PennController,10,_Trial_,End,1611318666366,Liam (about Simon):,P8-D-2-nc.wav,8,22,male,English,yes,5f4a5d1e0ac6645d0a4881ee,NULL
1611318674,3fab67b7705ed1ba3b730b7b6d7e1293,PennController,11,0,experiment,NULL,PennController,9,_Trial_,Start,1611318666368,Lucas (about Maggie and Toby):,P12-K-3-c.wav,8,22,male,English,yes,5f4a5d1e0ac6645d0a4881ee,NULL
1611318674,3fab67b7705ed1ba3b730b7b6d7e1293,PennController,11,0,experiment,NULL,Audio,P12-K-3-c.wav,play,0,1611318667725,Lucas (about Maggie and Toby):,P12-K-3-c.wav,8,22,male,English,yes,5f4a5d1e0ac6645d0a4881ee,NULL
1611318674,3fab67b7705ed1ba3b730b7b6d7e1293,PennController,11,0,experiment,NULL,Scale,score,Choice,Possibly certain,1611318671852,Lucas (about Maggie and Toby):,P12-K-3-c.wav,8,22,male,English,yes,5f4a5d1e0ac6645d0a4881ee,NULL
1611318674,3fab67b7705ed1ba3b730b7b6d7e1293,PennController,11,0,experiment,NULL,PennController,9,_Trial_,End,1611318672670,Lucas (about Maggie and Toby):,P12-K-3-c.wav,8,22,male,English,yes,5f4a5d1e0ac6645d0a4881ee,NULL
1611319410,e1e16dffcd3d02cf8b84a3bde9c7f394,PennController,8,0,experiment,NULL,PennController,6,_Trial_,Start,1611319340369,Liam (about Joan and Lenny):,P8-A-3-c.wav,1,22,female,English,yes,5dc592c6aa431440aa755d5b,NULL
1611319410,e1e16dffcd3d02cf8b84a3bde9c7f394,PennController,8,0,experiment,NULL,Audio,P8-A-3-c.wav,play,0,1611319345661,Liam (about Joan and Lenny):,P8-A-3-c.wav,1,22,female,English,yes,5dc592c6aa431440aa755d5b,NULL
1611319410,e1e16dffcd3d02cf8b84a3bde9c7f394,PennController,8,0,experiment,NULL,Scale,score,Choice,Possibly certain,1611319354043,Liam (about Joan and Lenny):,P8-A-3-c.wav,1,22,female,English,yes,5dc592c6aa431440aa755d5b,NULL
1611319410,e1e16dffcd3d02cf8b84a3bde9c7f394,PennController,8,0,experiment,NULL,PennController,6,_Trial_,End,1611319355164,Liam (about Joan and Lenny):,P8-A-3-c.wav,1,22,female,English,yes,5dc592c6aa431440aa755d5b,NULL
1611319410,e1e16dffcd3d02cf8b84a3bde9c7f394,PennController,7,0,experiment,NULL,PennController,5,_Trial_,Start,1611319355167,Patty (about Greg and Tara):,P14-K-2-nc.wav,1,22,female,English,yes,5dc592c6aa431440aa755d5b,NULL
1611319410,e1e16dffcd3d02cf8b84a3bde9c7f394,PennController,7,0,experiment,NULL,Audio,P14-K-2-nc.wav,play,0,1611319357018,Patty (about Greg and Tara):,P14-K-2-nc.wav,1,22,female,English,yes,5dc592c6aa431440aa755d5b,NULL
1611319410,e1e16dffcd3d02cf8b84a3bde9c7f394,PennController,7,0,experiment,NULL,Scale,score,Choice,Yes%2C certain,1611319362808,Patty (about Greg and Tara):,P14-K-2-nc.wav,1,22,female,English,yes,5dc592c6aa431440aa755d5b,NULL
1611319410,e1e16dffcd3d02cf8b84a3bde9c7f394,PennController,7,0,experiment,NULL,PennController,5,_Trial_,End,1611319363631,Patty (about Greg and Tara):,P14-K-2-nc.wav,1,22,female,English,yes,5dc592c6aa431440aa755d5b,NULL
1611319410,e1e16dffcd3d02cf8b84a3bde9c7f394,PennController,12,0,experiment,NULL,PennController,10,_Trial_,Start,1611319363632,Lucas (about Simon):,P12-D-2-c.wav,1,22,female,English,yes,5dc592c6aa431440aa755d5b,NULL
1611319410,e1e16dffcd3d02cf8b84a3bde9c7f394,PennController,12,0,experiment,NULL,Audio,P12-D-2-c.wav,play,0,1611319364946,Lucas (about Simon):,P12-D-2-c.wav,1,22,female,English,yes,5dc592c6aa431440aa755d5b,NULL
1611319410,e1e16dffcd3d02cf8b84a3bde9c7f394,PennController,12,0,experiment,NULL,Scale,score,Choice,Possibly certain,1611319369731,Lucas (about Simon):,P12-D-2-c.wav,1,22,female,English,yes,5dc592c6aa431440aa755d5b,NULL
